Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
4step,165,183475634176,1257.490026307106,-1,-1,-1
5step,177,126768644096,1393.5824667215347,-1,-1,-1
90-10-5-q,460,619574802251776,485.81870357990266,-1,-1,-1
XSEngine,1260,232146487042113536,970.383037185669,-1,-1,-1
aaed2000,1284,253397847783768064,997.390731716156,-1,-1,-1
adder,1272,247205398296133632,927.4123897075654,-1,-1,-1
adderII,1276,250512729272483840,964.6508915424347,-1,-1,-1
aeb,1213,176766285374291968,1013.0191597938538,-1,-1,-1
aim711,1264,233413124437311488,954.051511311531,-1,-1,-1
aki3068net,1207,175781122955804672,994.5311350345612,-1,-1,-1
am31_sim,1165,138028291704487936,898.6346322059632,-1,-1,-1
asb,1231,193936258953641984,1029.022047829628,-1,-1,-1
asb2305,1242,201113870859763712,1012.6188343286515,-1,-1,-1
assabet,1266,223631868996616192,979.8454949617386,-1,-1,-1
at91sam7sek,1296,254805222667321344,1075.1296129465104,-1,-1,-1
at91sam7xek,1319,293508031965036544,987.6009436368943,-1,-1,-1
atlas_mips32_4kc,1216,184366109745479680,973.3209459781647,-1,-1,-1
atlas_mips64_5kc,1209,177610710304423936,1040.2537641525269,-1,-1,-1
blasted_case1,187,1372242051072,643.2507491827012,-1,-1,-1
blasted_case10,328,67654324846592,514.7344816446305,-1,-1,-1
blasted_case100,72,4930404352,341.3503944158554,-1,-1,-1
blasted_case102,34,28336128,235.07861137390137,28517279,2402.5499074459076,0.0063523241470548435
blasted_case103,32,21594112,190.16540176868438,21749897,1736.0467956066132,0.007162562654894412
blasted_case105,170,1229971259392,518.4810292959213,-1,-1,-1
blasted_case106,204,3778497478656,510.5440865278244,-1,-1,-1
blasted_case108,205,3020435750912,644.8868680477142,-1,-1,-1
blasted_case109,241,8800387989504,472.61341824531553,-1,-1,-1
blasted_case11,105,39912996864,552.2818814277649,-1,-1,-1
blasted_case110,287,10067403341824,919.0581988334656,-1,-1,-1
blasted_case111,306,14611478740992,839.5781997203827,-1,-1,-1
blasted_case112,137,196964515840,585.8146343946457,-1,-1,-1
blasted_case114,428,193720204918784,850.3780909538269,-1,-1,-1
blasted_case116,438,228767138054144,764.6492923498154,-1,-1,-1
blasted_case118,309,15882789060608,833.8903756618499,-1,-1,-1
blasted_case120,284,27633819582464,498.35344982147217,-1,-1,-1
blasted_case121,291,22351009808384,605.3162596464157,-1,-1,-1
blasted_case122,314,18429704667136,611.1088233232498,-1,-1,-1
blasted_case123,267,9985798963200,651.974805855751,-1,-1,-1
blasted_case124,133,248906776576,396.1726837158203,-1,-1,-1
blasted_case125,393,88373247082496,837.4875092506409,-1,-1,-1
blasted_case126,302,20547123544064,607.7520844936371,-1,-1,-1
blasted_case127,36,26746880,334.6772110700607,26882799,3173.4491164684296,0.0050559839397675815
blasted_case131,432,238387864797184,701.0782956838608,-1,-1,-1
blasted_case134,60,1345847296,318.6113807439804,-1,-1,-1
blasted_case135,236,5246302552064,621.3184351921082,-1,-1,-1
blasted_case136,211,4172560728064,461.3794147968292,-1,-1,-1
blasted_case14,247,13645111099392,395.91802270412444,-1,-1,-1
blasted_case140,488,836453470830592,576.8846347093582,-1,-1,-1
blasted_case145,219,6156835618816,445.60332493782045,-1,-1,-1
blasted_case17,77,5760876544,481.006961607933,-1,-1,-1
blasted_case19,397,258660110434304,526.2940366506576,-1,-1,-1
blasted_case2,296,28355374088192,610.2551587581635,-1,-1,-1
blasted_case200,14,10960,34.84020500183105,10996,1.0024549961090088,0.00327391778828665
blasted_case203,214,3993245843456,554.058234500885,-1,-1,-1
blasted_case22,126,75816239104,438.5125606060028,-1,-1,-1
blasted_case24,65,1912078336,420.6410082101822,-1,-1,-1
blasted_case25,68,2219311104,463.07917001247404,-1,-1,-1
blasted_case31,53,515244032,367.48856072425843,-1,-1,-1
blasted_case32,52,473694208,418.1739063501358,-1,-1,-1
blasted_case33,51,437125120,437.615823841095,-1,-1,-1
blasted_case34,409,173791556665344,833.4522671937942,-1,-1,-1
blasted_case35,400,201279347359744,610.0991132497787,-1,-1,-1
blasted_case36,64,1631584256,406.421110868454,-1,-1,-1
blasted_case38,143,196763189248,627.9568950653077,-1,-1,-1
blasted_case39,245,14572824035328,389.68282930850984,-1,-1,-1
blasted_case4,103,43822088192,487.24610397815707,-1,-1,-1
blasted_case43,116,71403831296,388.19593183994294,-1,-1,-1
blasted_case44,173,850940395520,625.2798695325852,-1,-1,-1
blasted_case46,176,944355934208,594.1910853147507,-1,-1,-1
blasted_case47,118,92912222208,476.8110318183899,-1,-1,-1
blasted_case51,132,131399155712,520.2455873966217,-1,-1,-1
blasted_case54,203,2702608171008,654.0861087083816,-1,-1,-1
blasted_case55,149,363730042880,616.9901808023453,-1,-1,-1
blasted_case56,202,2655363530752,596.4646604061127,-1,-1,-1
blasted_case57,288,14108967567360,701.1580364465714,-1,-1,-1
blasted_case59,93,25023217664,448.84130945205686,-1,-1,-1
blasted_case6,329,61847529062400,557.5922672510147,-1,-1,-1
blasted_case60,15,51584,55.10833842754364,51058,2.6589548587799072,0.010302009479415567
blasted_case61,282,21973052686336,467.38416562080386,-1,-1,-1
blasted_case63,96,31197233152,334.46580398082733,-1,-1,-1
blasted_case68,178,1304596316160,490.0648291826248,-1,-1,-1
blasted_case8,160,784099966976,442.801309967041,-1,-1,-1
blasted_case9,279,23888608100352,468.000235247612,-1,-1,-1
blasted_case_1_b12_1,427,195713069744128,775.3658165931702,-1,-1,-1
blasted_case_1_b14_1,238,7282117050368,506.58054914474485,-1,-1,-1
blasted_case_1_b14_2,270,13572096655360,571.6378576278687,-1,-1,-1
blasted_case_1_b14_3,304,27745488732160,570.7409222364425,-1,-1,-1
blasted_squaring51,496,863941261524992,607.5616651058197,-1,-1,-1
brutus,1221,182888366117748736,914.0012799501419,-1,-1,-1
buildroot,565,2531075767140352,538.1409836053848,-1,-1,-1
busybox_1_28_0,998,83140671245910016,608.1854280233383,-1,-1,-1
calm16_ceb,1173,144502216168833024,850.6163200378418,-1,-1,-1
calm32_ceb,1173,144326294308388864,834.9057275056839,-1,-1,-1
ceb_v850,1189,158540780632276992,843.4541853666306,-1,-1,-1
cerf,1276,242420323692052480,891.1859264135361,-1,-1,-1
cerfpda,1291,259731034759757824,954.7060173988342,-1,-1,-1
cma230,1212,174866329281495040,933.283882021904,-1,-1,-1
cma28x,1204,170784942119190528,987.1189838647842,-1,-1,-1
cme555,1266,232427962018824192,911.2977080583572,-1,-1,-1
cq7708,1238,199143546022789120,970.976279425621,-1,-1,-1
cq7750,1267,223913343973326848,981.4935923337937,-1,-1,-1
csb281,1233,205758207975489536,976.8616514921189,-1,-1,-1
dreamcast,1252,214061719788453888,1021.9232375621796,-1,-1,-1
e7t,1266,236509349181128704,1083.7245374679565,-1,-1,-1
ea2468,1395,362680507491680256,1177.4443722486496,-1,-1,-1
eb40,1240,201324977092296704,981.1206734418869,-1,-1,-1
eb40a,1241,202099033278251008,1047.3299851179122,-1,-1,-1
eb42,1234,195554740069728256,979.2858703374862,-1,-1,-1
eb55,1270,231231693367803904,1074.9570255756378,-1,-1,-1
ebsa285,1245,218635688160002048,1005.0497124195099,-1,-1,-1
ec555,1267,233483493181489152,939.9846746683121,-1,-1,-1
ecos-icse11,1244,215680200904540160,928.4560019731522,-1,-1,-1
edb7xxx,1246,209347013928550400,983.0248524188995,-1,-1,-1
edosk2674,1194,164662861375733760,953.1854316949845,-1,-1,-1
embtoolkit,2128,5890708312600608768,1150.3472692012788,-1,-1,-1
excalibur_arm9,1233,193514046488576000,998.4506268501282,-1,-1,-1
fads,1187,155796399609348096,860.6783501625061,-1,-1,-1
financial,771,2665216185729024,2001.797250699997,-1,-1,-1
flexanet,1265,236227874204418048,950.3520020008087,-1,-1,-1
freebsd-icse11,1396,564779540769931264,871.9367815256119,-1,-1,-1
frv400,1238,208150745277530112,1031.8965260505677,-1,-1,-1
gps4020,1213,175499647979094016,985.5091140985489,-1,-1,-1
grg,1241,209839595137794048,938.836853146553,-1,-1,-1
h8300h_sim,1182,149216922028736512,846.3914279937744,-1,-1,-1
h8max,1202,171488629560967168,984.5132063150406,-1,-1,-1
h8s_sim,1183,150307637563490304,822.1966034173965,-1,-1,-1
hs7729pci,1298,271341877549072384,934.3697560787201,-1,-1,-1
innovator,1256,223842975229149184,930.3600190162658,-1,-1,-1
integrator_arm7,1259,225531825089413120,1017.2235448360443,-1,-1,-1
integrator_arm9,1267,236438980436951040,976.8855199813843,-1,-1,-1
ipaq,1258,213217294858321920,929.1685975551605,-1,-1,-1
iq80310,1258,228979893554118656,1092.1551971673966,-1,-1,-1
iq80321,1256,226165143787012096,955.8385331630707,-1,-1,-1
ixdp425,1247,214835775974408192,975.4655098676682,-1,-1,-1
jmr3904,1199,165507286305865728,931.2535816431046,-1,-1,-1
jtst,1241,202732351975849984,981.7606657505036,-1,-1,-1
linux,1232,190980771698180096,974.7469114303589,-1,-1,-1
