Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
baital_4step,165,180619773563.8,210.49556283950807,182519818504,178482944908,0.022117453485806148
baital_5step,177,125948805587.9,232.54733774662017,126818468550,125224381654,0.012569832408688237
baital_90-10-5-q,460,616420179572790.6,86.98856856822968,617439454384732,615022884127800,0.003913857852410925
baital_XSEngine,1260,165145300080238368.0,191.43985002040864,165411288081172928,164788499011820544,0.00376509412735339
baital_aaed2000,1284,182425159852377536.0,198.2537992477417,183062307955354208,182002015692385376,0.00579197473696999
baital_adder,1272,166124308998150368.0,195.69885351657868,166307523474721120,165830771826010144,0.0028666871994124945
baital_adderII,1276,167942660538909760.0,198.17557747364043,168563674034897664,167444779029195392,0.006637818095200201
baital_aeb,1213,123050898834340000.0,202.90926282405854,123646932764333312,122450521497105888,0.009676028676811107
baital_aim711,1264,163284024876393440.0,198.155655002594,163779575594609760,162679475760855808,0.006716953745666917
baital_aki3068net,1207,120167208849548000.0,201.48812606334687,120451872860133520,119891359746055696,0.004653419666862975
baital_am31_sim,1165,98275805747602912.0,199.8992656469345,98788281622417472,97863687795689504,0.00935934719729101
baital_asb,1231,144179549825772064.0,200.10667297840118,144490064277132352,143781457140822096,0.004904192823605819
baital_asb2305,1242,148634055213201536.0,199.72788920402527,149282491149437760,148033179589537120,0.008368774866236852
baital_assabet,1266,152167205682011712.0,204.3238531589508,152417283538617984,151579861007052416,0.005494275400554492
baital_at91sam7sek,1296,185734465071153632.0,201.76408343315126,186560946966181440,185045828129457280,0.00812130760141784
baital_at91sam7xek,1319,218887249480235072.0,200.2287692785263,219453578133191808,218022646780465824,0.006520428442763947
baital_atlas_mips32_4kc,1216,125115355226200320.0,201.2724771976471,125460913267006176,124897841017273232,0.004488029260034258
baital_atlas_mips64_5kc,1209,119567949954222368.0,197.9510575056076,119904332009592560,119082731419807456,0.0068521343308878485
baital_blasted_case1,187,1241681706938.8,179.13671932220458,1244985170696,1237437931400,0.00606211180152513
baital_blasted_case10,328,52946860292305.4,157.75233006477356,53157418340145,52654810347163,0.009455086583887494
baital_blasted_case100,72,4816290971.2,158.03650448322296,4826452407,4807040147,0.0040220556141495585
baital_blasted_case102,34,28536539.4,173.4048804759979,28605810,28465142,0.004917462571414688
baital_blasted_case103,32,21751217.7,163.52818410396577,21821127,21638114,0.00838696369807114
baital_blasted_case105,170,1046680611375.1,137.40723686218263,1049107831777,1043808677647,0.005051105300609744
baital_blasted_case106,204,3217840243580.3,136.25186219215394,3227068237271,3206659568631,0.00632421353979759
baital_blasted_case108,205,2660228829266.1,155.35005161762237,2670243350349,2647748529774,0.008424258624990091
baital_blasted_case109,241,7293602604211.9,160.35245642662048,7315178969909,7260848330035,0.007427110135991091
baital_blasted_case11,105,36358477141.4,191.99085254669188,36504081922,36211054573,0.00802724883277781
baital_blasted_case110,287,9701364199244.7,254.79563438892365,9788385004751,9615042088793,0.017709041468420412
baital_blasted_case111,306,13942430886730.4,258.92838008403777,14114603252430,13837538636593,0.019629642497340474
baital_blasted_case112,137,141994749081.0,236.01637423038483,142693568451,141137748493,0.010903224124878886
baital_blasted_case114,428,154618593647340.3,243.17261557579042,155020402538699,153720761175546,0.008383679450377894
baital_blasted_case116,438,153986243525074.2,253.40232372283936,154553885032277,153265347372639,0.0083371418283591
baital_blasted_case118,309,15103244265296.7,258.16352741718293,15218753019328,15025501489841,0.01269824993161846
baital_blasted_case120,284,20408995396420.6,170.18561372756957,20480850086167,20349254380201,0.006425304878086151
baital_blasted_case121,291,18935663080579.3,191.56659729480742,19020320846910,18869275473222,0.007941263183924602
baital_blasted_case122,314,15805024550963.8,254.31783890724182,15936724729247,15710297872133,0.014207866482029556
baital_blasted_case123,267,8154037403000.0,223.41639893054963,8211626099835,8107319767758,0.012702274897671714
baital_blasted_case124,133,223736801825.1,157.94797122478485,224436762992,223120173056,0.005866195530751482
baital_blasted_case125,393,75277321926582.2,240.63226730823516,75612067776686,75123688154899,0.0064590168758430055
baital_blasted_case126,302,16106463931417.3,232.56091930866242,16233988230843,15914951054191,0.0196524213345098
baital_blasted_case127,36,26874488.2,217.67707061767578,27062198,26795110,0.009869412676679108
baital_blasted_case131,432,167138767117769.8,215.13539211750032,168161514641349,166239308627459,0.011430713014149739
baital_blasted_case134,60,1327430914.7,166.19009420871734,1331811136,1321406273,0.007812566450863496
baital_blasted_case135,236,4484508517250.9,179.14478652477266,4501815958462,4457937222372,0.009746896917791976
baital_blasted_case136,211,3856971084901.3,162.46894748210906,3865527241524,3850785911439,0.0038135367218853616
baital_blasted_case14,247,11179841195410.0,137.1787483215332,11198693786508,11157878898564,0.003644611480775829
baital_blasted_case140,488,645110152375385.2,160.04737174510956,646805427589132,642741861941057,0.006282516309767711
baital_blasted_case145,219,5096968040292.7,142.51107392311096,5115423389023,5081956311682,0.006542386581884068
baital_blasted_case17,77,5698314247.8,178.12363674640656,5715544650,5668572120,0.008218382127414577
baital_blasted_case19,397,213975355449209.7,145.2020130634308,214724434052071,213436548673928,0.005997852008918025
baital_blasted_case2,296,25193101257759.7,157.4743872642517,25257333511736,25095298977821,0.006415346015829798
baital_blasted_case200,14,10996.0,167.37091581821443,10996,10996,0.0
baital_blasted_case203,214,3479465114832.0,187.99015433788298,3495480909635,3467402728003,0.008032709191632214
baital_blasted_case22,126,73709854640.6,214.87495987415315,74026615657,73379074696,0.008747407337927763
baital_blasted_case24,65,1897171365.7,171.5547802209854,1905519594,1888576833,0.00889141263797469
baital_blasted_case25,68,2195635950.1,190.4533572912216,2207855522,2189385226,0.008365717691195918
baital_blasted_case31,53,510614106.9,179.6557993888855,512810458,508744485,0.0079288028092438
baital_blasted_case32,52,464401162.2,178.65546555519103,466760027,462607064,0.008897426428506055
baital_blasted_case33,51,430025825.4,176.6224189519882,432158894,428310176,0.008905793802776623
baital_blasted_case34,409,111299784380686.6,240.37459888458253,111854263988929,110717559558450,0.01016237012289051
baital_blasted_case35,400,166499952646612.2,168.45417695045472,167092281852557,166044010148764,0.006273609362268449
baital_blasted_case36,64,1548726242.2,195.9030253171921,1559814910,1543538433,0.0104348771739847
baital_blasted_case38,143,187117307761.0,225.15534341335297,188317739567,186161015221,0.011452581955151798
baital_blasted_case39,245,10332318846058.5,155.1272528409958,10364523370177,10299578430493,0.006266080683543377
baital_blasted_case4,103,42582866453.5,154.21922900676728,42726701408,42495751503,0.005405282818222839
baital_blasted_case43,116,66648396827.1,194.27567715644835,66852772526,66392943961,0.0068782272989675345
baital_blasted_case44,173,758615427510.9,197.69105706214904,763002233798,754156188449,0.011593734535961967
baital_blasted_case46,176,820741440576.8,204.81046302318572,823498985752,816380532182,0.008644155843737433
baital_blasted_case47,118,86964483765.7,169.89977719783784,87273404313,86714369780,0.0064055543312492025
baital_blasted_case51,132,120842757152.4,216.08028366565705,121366637663,120156772452,0.00996868030866477
baital_blasted_case54,203,2370465936218.3,173.39352502822877,2375073634092,2365454733622,0.0040499377922139
baital_blasted_case55,149,337605277574.1,184.21965970993043,338652647306,336401639534,0.006646951647674653
baital_blasted_case56,202,2401663515156.1,169.7932407617569,2409176679939,2393790414603,0.006386524269523304
baital_blasted_case57,288,8789473356381.4,263.14723653793334,8849174618930,8736194141996,0.01276734631185988
baital_blasted_case59,93,23141724033.6,173.0131352186203,23249345543,23071985295,0.007628612498875276
baital_blasted_case6,329,47444472472550.1,169.0274513721466,47586881940500,47320077973324,0.005606670500277721
baital_blasted_case60,15,50969.0,221.16554574966432,51115,50723,0.007668981707913528
baital_blasted_case61,282,19286776944488.8,167.26845660209656,19354635203380,19221072441225,0.0069008152699088455
baital_blasted_case63,96,30089168706.9,160.98736875057222,30187430474,29965859823,0.007339831430529856
baital_blasted_case68,178,998437317207.5,195.78515954017638,1000833040333,994408396450,0.006419296350230778
baital_blasted_case8,160,691768594156.7,151.7582824230194,694605751981,687759421085,0.009856427011256988
baital_blasted_case9,279,20035395459216.6,148.61904950141906,20093377479334,19961039406339,0.006586153728068337
baital_blasted_case_1_b12_1,427,133564387032930.0,250.23486840724945,134055476444866,132928265607749,0.00840854000903571
baital_blasted_case_1_b14_1,238,6320358550035.1,195.48584599494933,6345119548399,6296528697925,0.007657988175535706
baital_blasted_case_1_b14_2,270,12172786034335.4,199.3988730430603,12220245866518,12134843455979,0.006988600022606117
baital_blasted_case_1_b14_3,304,25051752508218.8,202.46043825149536,25187111848856,24964419340322,0.008841526169032148
baital_blasted_squaring51,496,277065120572746.3,243.6248452425003,279249590558614,275419969940236,0.013713970397296498
baital_brutus,1221,126604682447747792.0,198.8039099931717,127036816089966432,126271750587464304,0.006022391980922403
baital_buildroot,565,2513045279113809.5,54.1337690114975,2514982266064058,2510649139792595,0.0017229251792078573
baital_busybox_1_28_0,998,80306020263622432.0,52.05603511333466,80371095972345536,80232149714865424,0.0017288087937474598
baital_calm16_ceb,1173,101581238376199904.0,199.97991404533386,101892377385837264,101198447022019456,0.00681042470125211
baital_calm32_ceb,1173,102289047347294048.0,199.8024062395096,102738004154768720,101914163571678064,0.008018849401138735
baital_ceb_v850,1189,109428160612134128.0,197.224232006073,109928176334012064,108968762413882128,0.008727643377024629
baital_cerf,1276,162260922407082848.0,200.05195248126984,162708212731132736,161526413341138528,0.007263305091716993
baital_cerfpda,1291,175723060658862144.0,198.87659249305725,176739181009165056,174782176575841792,0.011072838643638281
baital_cma230,1212,124372566114859568.0,197.36161494255066,124649169183725360,123715044473173632,0.007494030779899419
baital_cma28x,1204,116269533435944704.0,197.28089008331298,116609058751498736,115901124398800592,0.006071006491929557
baital_cme555,1266,162189340671444800.0,193.9109221458435,162799535747798944,161845946371153408,0.005857445306986562
baital_cq7708,1238,136898916450927712.0,200.13887631893158,137364826624747584,136498847475324336,0.006304227732102955
baital_cq7750,1267,166429425657639648.0,197.22263371944427,166823065654020000,166152248716558496,0.0040211282224769445
baital_csb281,1233,137065554574256592.0,197.26984961032866,137813894389288528,136476445265639552,0.009704748055889263
baital_dreamcast,1252,158703575401401664.0,196.20766689777375,159195745042714560,158174869149161600,0.006412708413023501
baital_e7t,1266,160635896344215936.0,197.71231739521028,161060862747810720,160238758921090880,0.0051043053706168896
baital_ea2468,1395,250508165091763040.0,206.6487588405609,251613484750213920,249325985457062304,0.00909132233283324
baital_eb40,1240,141467193971334944.0,196.55935859680176,142118730180643760,140849913557188672,0.00892786349724857
baital_eb40a,1241,140933627479622240.0,197.84859535694122,141384739732227648,140336220791683984,0.007416068682726878
baital_eb42,1234,136712383550303792.0,196.5114332675934,136906867212757904,136379342590907184,0.0038531640712436204
baital_eb55,1270,163874684503254624.0,193.07887392044069,164394303725381216,162885144241988960,0.00918012029123156
baital_ebsa285,1245,168652765984369600.0,182.53246960639953,169270616954477696,168371315934832320,0.005312800507410137
baital_ec555,1267,161188075116066784.0,195.67959892749786,161723317769991616,160594600934492384,0.006979307938169629
baital_ecos-icse11,1244,151510681814307072.0,196.84116406440734,152268474187620032,150904769598289376,0.008955922075178514
baital_edb7xxx,1246,141006790796853888.0,198.80629065036774,141516153829326160,140654261929697568,0.006090413541538631
baital_edosk2674,1194,110981920496362784.0,199.30393359661102,111287243791325200,110571740509687248,0.006429337786274883
baital_embtoolkit,2128,5100581337386637312.0,145.4574485063553,5110289037334491136,5093960484078961664,0.003195230863897747
baital_excalibur_arm9,1233,131725015667242976.0,206.03824410438537,131973990316808256,131248631101539344,0.005496228563883394
baital_fads,1187,109175742920764944.0,194.96723840236663,109384324272385536,108903382643181440,0.0043968057800171595
baital_financial,771,1836716010767736.8,310.2954257488251,1865929735761298,1814934981292449,0.02732940768964335
baital_flexanet,1265,155655610552678336.0,201.2859339237213,156076911236183904,155365426366572672,0.004558552985038096
baital_freebsd-icse11,1396,519785490633764544.0,91.70322647094727,520449551678566464,518958102139431552,0.002865694733187209
baital_frv400,1238,144964909613448544.0,199.5198467493057,145413076142325312,144405371023859872,0.006929948428290816
baital_gps4020,1213,121317287062471344.0,197.9023817062378,121824675999232800,120953033137053088,0.007154895796194863
baital_grg,1241,145416555489888288.0,193.5652197599411,145912846906346496,145068143742582368,0.005789093843849794
baital_h8300h_sim,1182,105742394182523616.0,191.85787630081177,106186782250307840,105325885974505344,0.008107376997008498
baital_h8max,1202,116628159813624096.0,194.64773082733154,116891228391523328,116331448362529920,0.004788896794877056
baital_h8s_sim,1183,106746857487898032.0,194.38823544979095,107190878547307104,106335783487400928,0.007977311796439773
baital_hs7729pci,1298,176551969931564096.0,202.0128428220749,177350550973843552,175776824217048320,0.008873537455360554
baital_innovator,1256,152186192250573952.0,198.44752712249755,152694463806795072,151876555555404800,0.005356502331513306
baital_integrator_arm7,1259,152183191534269600.0,197.99673624038695,152488905230688416,151588803111587712,0.005902738417191799
baital_integrator_arm9,1267,160419136771882944.0,195.78698704242706,161075588222347168,159898131341678656,0.0073099648038730865
baital_ipaq,1258,147244788957831360.0,202.12477028369904,147794318939036928,146725242276137024,0.0072335436881094395
baital_iq80310,1258,154108875545524064.0,198.39553995132445,154525815444055040,153803267078784768,0.004675907149843616
baital_iq80321,1256,157925060101958304.0,194.407222700119,158239687011161248,157646946953978112,0.003745836890724688
baital_ixdp425,1247,150032421596925216.0,195.49027857780456,150349238328801280,149478516847155104,0.005791326190439226
baital_jmr3904,1199,112377271258894704.0,198.19927155971527,112827254630823120,111909428481451952,0.008134791122715384
baital_jtst,1241,141616410331833728.0,194.40897326469423,142216987487410768,141165071617254128,0.007396555705061303
baital_linux,1232,131729871163944528.0,198.4469145298004,132411273864103008,131293847136151056,0.008439060325775545
baital_lpcmt,1249,144967791039162880.0,199.67903020381928,145529529798709088,144580940986234304,0.0065181878467334845
baital_m5272c3,1323,213187938781615776.0,201.33617446422576,213933015548960608,212101514051200736,0.008561097935539152
baital_mac7100evb,1234,136672655036251568.0,195.49152483940125,137045862289469584,136235969716503760,0.005909646299682957
baital_mace1,1234,141169966604942304.0,195.0540714263916,141868006446885024,140548100442835312,0.009303760848601766
baital_malta_mips32_4kc,1232,132364777640408400.0,196.89731838703156,132706075095919616,131827090540760528,0.006623544208686454
baital_malta_mips64_5kc,1232,135145663672007936.0,193.590873169899,135585806246422384,134617947790495024,0.00713834642962783
baital_mb93091,1250,167372641878601504.0,191.3795613527298,168142386850546080,166681893625240288,0.008686050273593156
baital_mb93093,1230,145787176217023296.0,194.95229535102845,146163150660609152,145416138919998912,0.0051108075957174825
baital_mbx,1295,187310661914868544.0,194.04848675727845,188036190315685184,186500293499440256,0.008168091544858373
baital_mcb2100,1249,142573016205882848.0,199.5815553665161,143175711405471344,142196522953884480,0.00683906817696067
baital_min-1s,168,1350751455465.0,87.91143040657043,1353435264828,1349046037700,0.0032430270158194828
baital_moab,1277,173229753557361024.0,195.60217516422273,173845361469434016,172730597469633856,0.006412388518034523
baital_mpc50,1213,124537528676290864.0,197.03604371547698,124908495140172128,124268829710169344,0.005121072264019772
baital_nano,1265,157150999287557728.0,199.00103101730346,157809885097165568,156549540470997088,0.007986474518959757
baital_npwr,1258,163207455241052672.0,194.65079486370087,163765341223761376,162765078690887200,0.006107901253095205
baital_ocelot,1266,158884457756856256.0,198.00658597946168,159317083512873888,158551148270588288,0.0048076152625760775
baital_olpce2294,1274,161878162719935904.0,195.86243686676025,162749497594186624,161223468318071904,0.009376552915203774
baital_olpch2294,1261,151265226060485984.0,197.11943802833557,152017641773143264,150529264766992160,0.009790817623471735
baital_olpcl2294,1273,159688126185355744.0,199.3314817905426,160697740662241600,159149867467381984,0.009632202596506776
baital_or-100-10-2-UC-30,200,1355681562540.1,202.45090947151184,1363282659219,1348799060845,0.010624061177670514
baital_or-50-5-3-UC-20,100,11992245912.9,232.7991436243057,12050977970,11915525312,0.011239972252641998
baital_or-60-5-2-UC-30,120,59345095891.8,199.52065901756288,59762962154,58913861870,0.014207801176454383
baital_or-70-5-1-UC-20,140,104392345932.9,228.05907690525055,104802867986,103808883252,0.009484327605736712
baital_p2106,1249,142004451372996256.0,200.5961936712265,142455442977140624,141704574909697776,0.005270897704928954
baital_pati,1248,136625198302875904.0,203.43968710899352,137033380847945472,136130342850101392,0.006589912561860428
baital_pc_i82544,1259,157286239625137984.0,194.7458956003189,157908038565027040,156506645005110336,0.008874744899953942
baital_pc_i82559,1259,153546556088331232.0,195.12078132629395,153882890542711264,153376660269966016,0.0032897112275437814
baital_pc_rltk8139,1257,155200352161111456.0,196.26870567798613,155497287554654976,154633875743115776,0.005552584389844894
baital_pc_usb_d12,1281,175631682085666144.0,200.07802135944365,175974650893772800,174945607446357344,0.005847680004983437
baital_pc_vmWare,1255,162795485160325440.0,191.58239958286285,163156334731326848,162368982528739008,0.004825753188709408
baital_phycore,1274,168865679743313248.0,191.69450426101685,169366710554298272,167783670627555488,0.009346818637274459
baital_phycore229x,1360,226097040613972352.0,205.66840507984162,227356423038812512,225359553805787168,0.008782990189304896
baital_picasso,1248,146170696454406144.0,197.36252760887146,146615422171372960,145724096728624096,0.006079343015545998
baital_pid,1229,130434344119029248.0,198.34955415725707,130655431950417600,129858661311694384,0.006098258808141879
baital_polynomial.sk_7_25,313,6414479532970.1,236.8308490037918,6474081113483,6351504278088,0.018933472294580925
baital_prpmc1100,1223,142843189690385840.0,193.00803122520446,143218823178116320,142433747114582464,0.005481654199584393
baital_psim,1181,105724421729623008.0,193.71430776119232,106181515911622656,105141748528147920,0.00979235768624888
baital_rattler,1311,203565761770137600.0,189.9104424715042,204275062210491360,203215206090691008,0.005188377417837932
baital_ref4955,1218,126651240929206816.0,193.58352012634276,127069947135756960,126052019528725872,0.008010765959818734
baital_refidt334,1263,167021852752664672.0,191.5261283636093,167591818470056640,166612720814656000,0.0058421566418862736
baital_registerlesSwap.sk_3_10,372,22533522245666.6,236.96916084289552,22798289974293,22431000604063,0.016110391202329204
baital_s27_3_2,20,483641.4,193.18309996128082,487028,481582,0.011182108626198083
baital_s27_7_4,24,1298074.6,196.56372265815736,1303161,1291364,0.00905260363071025
baital_s27_new_7_4,17,131870.4,213.43785579204558,132467,131228,0.009353272890606718
baital_s298_15_7,292,25081482960488.4,148.11584360599517,25196931188046,25020000453763,0.007021916000903316
baital_s298_7_4,223,4791917874720.9,150.25609035491942,4803711454515,4778797472131,0.005186402767922997
baital_s344_3_2,197,2515394838130.7,144.85656986236572,2518784601784,2510004502541,0.0034858475936295815
baital_s344_7_4,215,4264858284857.0,143.40911433696746,4275447252312,4251819932677,0.005526280232371769
baital_s349_15_7,285,22186797841186.2,143.8507315158844,22241955441358,22076115880275,0.007456159217666095
baital_s349_3_2,198,2317860384015.4,149.48556826114654,2330048025764,2309539722146,0.008801665627160423
baital_s349_7_4,216,4036403478333.4,149.9567708492279,4049466753498,4027125195791,0.005517160423085576
baital_s382_15_7,350,70955158728049.4,158.68492681980132,71189726897662,70706337476063,0.00679015698843586
baital_s382_3_2,263,13450842154604.4,144.36043124198915,13491801264108,13412686852022,0.005863888041137003
baital_s382_7_4,281,19566181867199.7,144.9915220975876,19632889101548,19513146907787,0.006099061281386174
baital_s420_15_7,366,64811434135769.0,189.24014427661896,65040646214376,64540533974662,0.007689226181203896
baital_s420_new_15_7,351,48185629049836.6,183.00831871032716,48523703805014,47948161744662,0.011861049656570706
baital_s420_new_3_2,294,16718956269500.7,189.50927016735076,16757028175924,16666949044447,0.005375603032429284
baital_s420_new_7_4,312,23748054844062.7,186.69948513507842,23879422274855,23672885319222,0.0086491604887143
baital_s444_15_7,377,108628253885816.2,155.187876868248,108979826842249,108064109983790,0.008402627210855482
baital_s444_3_2,290,22544619034364.2,149.41347994804383,22620869954043,22475242035883,0.006437768240384234
baital_s444_7_4,308,33852313265757.1,151.28344604969024,33914722987246,33777508315562,0.004045873284461179
baital_s510_15_7,340,29458916843635.1,203.51287949085236,29516689062567,29367390069822,0.00505812126924292
baital_s510_3_2,298,14655583138697.3,197.80030045509338,14745964731697,14592857018111,0.010383024533951941
baital_s510_7_4,316,19853322408837.7,196.270338344574,19938384589748,19762363059924,0.00882827437858268
baital_s526_15_7,452,212640439775432.4,209.9475332736969,213671726434235,211746312948290,0.009011082177676951
baital_s526_3_2,365,92843403243774.8,162.32499132156372,92965990125717,92554519639292,0.004426032421841283
baital_s526_7_4,383,123484554533573.4,156.9715707540512,123806562804927,123169591978388,0.005144887412330707
baital_s526a_15_7,453,161724665979028.7,224.31603801250458,162680887286881,161319727498687,0.008367054119846612
baital_s526a_7_4,384,122975174342334.4,157.12278394699098,123557741116832,122469599623706,0.008806744792275624
baital_s641_3_2,489,558056647513189.7,166.81623339653015,559397767856124,556968443165449,0.004342750061347792
baital_sa1100mm,1222,130709076452841856.0,198.84760510921478,130962948616871968,130390188246804016,0.004373453531071179
baital_sam7ex256,1332,215768312343661760.0,199.2435243368149,216417549397690208,215012341896176800,0.0064930385979521015
baital_se7751,1295,173247551837668160.0,202.440612077713,173695302328575392,172884933913147104,0.0046654595982989384
baital_sh4_202_md,1258,156879012926185344.0,205.83083946704863,157597874820204256,156300236939718816,0.008233853927065018
baital_sh7708,1253,146793965807025216.0,203.06695213317872,147291143000262112,146422522614394528,0.005897302228593869
baital_skmb91302,1217,136289080080144176.0,196.71655502319337,136619434768120304,135942816815301136,0.0049525746755399004
baital_sleb,1188,110388293387395616.0,194.16029813289643,110671181287434672,109945671371386304,0.006555545062486295
baital_smdk2410,1265,170762975351916608.0,198.13641924858092,171132439280636160,170467963232767072,0.0038828176040863237
baital_snds,1218,132094826356946224.0,193.75097703933716,132435821986736960,131443190791411408,0.007495186577427374
baital_sparc_erc32,1168,100845443747425568.0,191.52778201103212,101313215007001792,100435554069397472,0.008662847561827591
baital_sparc_leon,1168,98478511736755568.0,196.44431321620942,98869762916377584,98183992004557712,0.006936103532481267
baital_sparclite_sim,1168,99296954154107552.0,196.4485027074814,99485541154858016,98997951745077840,0.004901108282872987
baital_stb,1252,144268748468630912.0,199.23165380954742,144750649650663584,143556642757619232,0.008248715262597637
baital_stdeval1,1190,113036528561882976.0,193.95040209293364,113261936831775168,112798275011973520,0.0040937126167135225
baital_stm3210e_eval,1269,159284411824179616.0,195.73554911613465,159643733559446112,158921205529612896,0.004525877801299167
baital_tire-1,352,20442628123283.1,228.89862065315248,20574485058822,20356057698129,0.01061641932075194
baital_ts1000,1297,184830287946925888.0,194.02957971096038,185185360290683872,184250803976343712,0.00504659932552549
baital_ts6,1240,146317882176474528.0,193.83503205776213,146947219729049728,145891374989993408,0.007185197113651767
baital_tutorial1.sk_1_1,67,108406335.4,326.78259737491607,109677832,106792166,0.026310385128692187
baital_tx39_sim,1179,103820494671600848.0,198.172838306427,104089823752026800,103544842140414144,0.005235685794905041
baital_uClinux,1850,300932557515459456.0,329.9485277414322,302807794910392768,298278778447579712,0.01495673671199015
baital_uClinux-config,11254,20452311637518320664576.0,351.9857505083084,20776395684373042561024,20349726097972104527872,0.020536265908810036
baital_uE250,1249,145131734490251936.0,199.16119270324708,145736665817314016,144772777185283136,0.006613906161673466
baital_vads,1240,145748604948970496.0,193.59652268886566,146088571179251520,145384299074758272,0.004820856955532148
baital_viper,1301,188572688537088832.0,193.51352989673615,189164202664648992,188126458581210112,0.005485943264215781
baital_vrc4373,1247,147209395684744608.0,193.8448040485382,147727748888075360,146958436735616864,0.005207634708096437
baital_vrc4375,1258,160740100032504672.0,196.8191556930542,161088963095260192,160237388236191648,0.005286363775058655
quick_4step,165,132218294418.7,220.7803839445114,134060009712,130444726634,0.02696764744211702
quick_XSEngine,1260,18500805329927992.0,256.45478682518007,18832545961690576,18297840605334280,0.028392621870882512
quick_aaed2000,1284,20838564466319288.0,272.02321314811707,21240586159211660,20470727818864704,0.03624468433104339
quick_adder,1272,19044323986139180.0,259.0424961566925,19205342587053684,18850733922723212,0.018464063461669962
quick_adderII,1276,20090054273438684.0,262.29788372516634,20415818680601284,19904553259335408,0.02504261177396087
quick_aeb,1213,16577304730965516.0,260.18375940322875,16731989257017112,16424989336136150,0.01834808259587015
quick_aim711,1264,19862365722555608.0,254.73883693218232,20136884887967080,19650059099466776,0.024175824175824225
quick_aki3068net,1207,11694890543266602.0,264.4469443321228,11786105668839606,11621305231879976,0.013982603040403194
quick_am31_sim,1165,9900665302873010.0,262.0408571243286,9993202122214712,9816646517110880,0.01766757070902749
quick_asb,1231,18242157778838864.0,259.98277018070223,18401136000896900,18057078654651892,0.0186976144422952
quick_asb2305,1242,16733265379630806.0,257.9818409204483,17020447745495032,16528915328484948,0.028878935757737787
quick_assabet,1266,21890556880395444.0,259.1043199777603,22083189593830268,21506185044641800,0.026128677958263555
quick_at91sam7sek,1296,25669728217616944.0,253.1349485397339,25880463466100212,25374933999724736,0.019533246266538035
quick_at91sam7xek,1319,23307846216639656.0,259.0929154872894,23585865070788008,22929204792482252,0.027841263245377196
quick_atlas_mips32_4kc,1216,13425866669210384.0,263.00983159542085,13607913337851798,13300327607125800,0.022603445737004874
quick_atlas_mips64_5kc,1209,13756922855368838.0,266.3451791763306,13947855477706412,13622699060547642,0.023312287518212713
quick_blasted_case1,187,687228102467.0,216.28171954154968,691030178919,682913803545,0.0117453269359331
quick_blasted_case10,328,6017527367199.1,258.1425329685211,6077937340520,5974206811902,0.017066732150470852
quick_blasted_case100,72,2063893771.4,249.33593797683716,2072135158,2046016845,0.012604541214005114
quick_blasted_case102,34,28476838.9,183.12317423820497,28553857,28410151,0.005032805200362249
