Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
baital_4step,165,1.0,153.36692507266997,1.0058425071022727,0.9902649618418067,0.015487061990791525
baital_5step,177,1.0,176.49044666290283,1.0122750234962405,0.9836346457581228,0.028293079522201756
baital_90-10-5-q,460,1.0,151.41652617454528,1.0009168195613851,0.9966027004555783,0.00431016745996667
baital_XSEngine,1260,0.9,238.15391664505006,0.9373595644240711,0.9340236618220941,0.0035588292140878277
baital_aaed2000,1284,0.9,261.9661938667297,0.945653950560006,0.9362366670619942,0.009958487978012506
baital_adder,1272,0.9,336.95712382793425,0.9325722584726511,0.9241943454825432,0.008983660959236674
baital_adderII,1276,0.9,269.29960014820097,0.9260999908480322,0.9149357469599018,0.012055117156309756
baital_aeb,1213,0.9,271.3456725358963,0.9409813970565305,0.9335563472269003,0.007890750925423604
baital_aim711,1264,0.9,264.8163067817688,0.9427418997081684,0.9318493394667875,0.01155412764061162
baital_aki3068net,1207,0.9,281.6711842060089,0.9354027396288382,0.9294189737877177,0.006396994136979876
baital_am31_sim,1165,0.9,268.9307757616043,0.9443723602781857,0.934400412430828,0.010559338950178729
baital_asb,1231,1.0,274.82504787445066,0.9548573006243282,0.9479413700361067,0.00724289439238674
baital_asb2305,1242,0.9,287.9824464797974,0.9516765572330781,0.9445467216167671,0.007491868494733537
baital_assabet,1266,0.9,282.3263870239258,0.9353861771609355,0.9277103656195061,0.008206034821603671
baital_at91sam7sek,1296,0.9,279.22642781734464,0.9471213822714911,0.9402126888136282,0.007294411874952863
baital_at91sam7xek,1319,0.9,286.4683514595032,0.9527602921693753,0.9424959583845695,0.010773259411802944
baital_atlas_mips32_4kc,1216,0.9,274.4741597175598,0.9344326169715009,0.927626586296189,0.007283597074522401
baital_atlas_mips64_5kc,1209,0.9,272.18038260936737,0.9236153557560037,0.9166073067323263,0.007587627230321642
baital_blasted_case1,187,1.0,132.62820835113524,0.9940348435047096,0.9868986511230469,0.007179016337598766
baital_blasted_case10,328,1.0,148.48431339263917,0.9729371549242137,0.9645819354815873,0.008587625007780928
baital_blasted_case100,72,1.0,75.6272964477539,1.0054007594417078,0.9925496857655893,0.012782040947785437
baital_blasted_case102,34,1.0,33.92946135997772,1.0071445870670865,0.9921307506053268,0.014907329746448419
baital_blasted_case103,32,1.0,30.22650909423828,1.0053184281842817,0.9965240280777538,0.008747875160720633
baital_blasted_case105,170,1.0,122.14098823070526,0.986195488432442,0.9780945634608665,0.008214319642094351
baital_blasted_case106,204,1.0,121.66393065452576,0.9849354834875761,0.9761120447448928,0.008958392595868558
baital_blasted_case108,205,1.0,137.12848222255707,1.0019598932549505,0.9925569204987401,0.009384579981204675
baital_blasted_case109,241,1.0,125.29347867965699,0.991359460166844,0.9867167305971634,0.00468319490177582
baital_blasted_case11,105,1.0,90.10290484428405,0.9975063166370502,0.9847368822030141,0.012801356964922718
baital_blasted_case110,287,1.0,164.72856442928315,1.0007142769767745,0.9889181540090546,0.011787703282656074
baital_blasted_case111,306,1.0,187.36281037330627,1.0065948486328125,0.9917510394574532,0.01474655785842787
baital_blasted_case112,137,0.9,120.99812874794006,0.9210983727810651,0.9098123953820402,0.01225273839638785
baital_blasted_case114,428,1.0,181.30801119804383,0.9640261385220106,0.9538314648315885,0.010575100905512716
baital_blasted_case116,438,0.9,184.49530448913575,0.9108074720584161,0.8983250279580394,0.013704810822606106
