Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
4step,165,5272240128.0,769.1278566360473,5295308800,5244977152,0.009504950495049505
5step,177,3695076966.4,864.4490036010742,3725590528,3676307456,0.013228257810301155
90-10-5-q,460,4275317820620.8,323.91981303691864,4287451103232,4261681299456,0.006010518407212622
XSEngine,1260,613238866496716.8,571.3269281864166,615451633647616,611603342950400,0.006252791424743189
aaed2000,1284,660943927246848.0,602.4641506671906,665754290618368,657233075503104,0.012799339388934764
adder,1272,644258838295347.2,583.3981374979019,648436982480896,641290156900352,0.011021619330224672
adderII,1276,654401833061580.8,582.7829002618789,657233075503104,650361127829504,0.010455876202425763
aeb,1213,487757101976780.8,602.7084683418274,490107308081152,485846700523520,0.008693213684800897
aim711,1264,616784791496294.4,546.7853019714355,619162485391360,614489560973312,0.007547169811320755
aki3068net,1207,487784589767475.2,570.6875520944595,488732918546432,486396456337408,0.004780652418447694
am31_sim,1165,400552085998796.8,594.1274280786514,401871499952128,398572965068800,0.008207934336525308
asb,1231,528480263890534.4,574.1737822532654,529827165634560,526391191797760,0.00648508430609598
asb2305,1242,544217024063078.4,585.224560880661,545495206330368,543158744121344,0.004283194759385236
assabet,1266,594038644696678.4,559.8773040771484,595660424347648,592636767371264,0.005076142131979695
at91sam7sek,1296,664214974339481.6,628.2203316211701,668777947594752,660531610386432,0.012330456226880395
at91sam7xek,1319,747915297003929.6,647.1111559391022,753715220840448,744369372004352,0.012399708242159009
atlas_mips32_4kc,1216,506352592381542.4,583.7987833023071,508799005753344,504675837149184,0.008103727714748784
atlas_mips64_5kc,1209,490492137150873.6,592.4980322122574,492581209243648,488320601686016,0.008649553571428572
blasted_case1,187,29375227494.4,364.8134473800659,29494345728,29234298880,0.00881683731513083
blasted_case10,328,708723290931.2,355.5427000761032,712964571136,704911507456,0.011295180722891566
blasted_case100,72,267393433.6,187.99710309505463,267911168,266665984,0.004647749510763209
blasted_case102,34,3954176.0,117.86123752593994,3971072,3938304,0.008251676121712223
blasted_case103,32,3206758.4,108.19130442142486,3223552,3194880,0.008894536213468869
blasted_case105,170,26019784294.4,322.1526211738586,26080182272,25937575936,0.005467996140238018
blasted_case106,204,65810307481.6,281.6295763492584,65917681664,65632468992,0.004326800712649529
blasted_case108,205,55688613068.8,354.63474745750426,55918460928,55331258368,0.010501050105010502
blasted_case109,241,133707700633.6,297.70474700927736,134318391296,133244649472,0.00799400449662753
blasted_case11,105,1560333516.8,327.4847492456436,1569193984,1553989632,0.00968927497494153
blasted_case110,287,157987687628.8,498.52887375354766,158444027904,157504503808,0.005929690808979246
blasted_case111,306,214802051891.2,553.5319409370422,215620780032,213943058432,0.00778089013383131
blasted_case112,137,5920260096.0,345.811687207222,5962203136,5892997120,0.01160745691171298
blasted_case114,428,1804691570688.0,482.4667539834976,1814086811648,1797980684288,0.008878366380585973
blasted_case116,438,2061852737536.0,461.3044716835022,2069637365760,2054068109312,0.007522697795071336
blasted_case118,309,230431706316.8,519.5144507169723,230988709888,229646532608,0.005810575246949448
blasted_case120,284,338778967244.8,340.93443992137907,340241940480,336618061824,0.010650887573964497
blasted_case121,291,283628902809.6,342.391886305809,284810018816,282729644032,0.0073044297832233745
blasted_case122,314,249859722444.8,459.10058784484863,250920042496,248839667712,0.008290986894891682
blasted_case123,267,147854249164.8,337.3324428319931,148411252736,147404619776,0.006782726656115758
blasted_case124,133,6875932262.4,282.81610960960387,6903824384,6851395584,0.007594167679222357
blasted_case125,393,914425380864.0,514.6623712539673,919659872256,910264631296,0.010215995329830706
blasted_case126,302,270240684441.6,368.0759481906891,270918483968,269240762368,0.00619271736437949
blasted_case127,36,3984588.8,166.85572831630708,4004864,3971072,0.008437739708514446
blasted_case131,432,2111513296896.0,445.7699125289917,2122787586048,2107218329600,0.007334344967121902
blasted_case134,60,92091187.2,206.28296074867248,92602368,91783168,0.008846426043878274
blasted_case135,236,89996342067.2,409.7644615650177,90563411968,89154125824,0.015561319007039644
blasted_case136,211,70814951014.4,320.21015908718107,71051509760,70447529984,0.008500590318772138
blasted_case14,247,187716914380.8,306.918967962265,188643016704,186763968512,0.009960868018498754
blasted_case140,488,5766637839974.4,429.03607647418977,5785320947712,5742371274752,0.007423904974016332
blasted_case145,219,97817880166.4,318.26988697052,98582921216,97341407232,0.01259360108917631
blasted_case17,77,313471795.2,257.7018440961838,314966016,312868864,0.006658343736995423
blasted_case19,397,2118331557478.4,393.8623078584671,2126008811520,2113123909632,0.006060606060606061
blasted_case2,296,348053412249.6,402.70021150112154,349905616896,346147520512,0.010740314537782892
blasted_case200,14,7068.0,22.36286587715149,7082,7064,0.0025416548997458347
blasted_case203,214,69363721830.4,284.13211612701417,69759664128,69138907136,0.008898508898508899
blasted_case22,126,2579601817.6,296.35605149269105,2591031296,2567962624,0.008903278025091057
blasted_case24,65,133395251.2,212.60534443855286,133857280,133005312,0.006364749082007344
blasted_case25,68,148963328.0,248.88408863544464,150142976,148242432,0.012658227848101266
blasted_case31,53,42942464.0,213.4097661972046,43057152,42762240,0.00684931506849315
blasted_case32,52,40242380.8,210.648898935318,40402944,40075264,0.008110300081103
blasted_case33,51,37656985.6,210.35739362239838,37896192,37502976,0.010376134889753566
blasted_case34,409,1590211641344.0,436.4174495458603,1595043479552,1586453544960,0.005385392123864019
blasted_case35,400,1748588560384.0,438.7890256404877,1757178494976,1741072367616,0.00916590284142988
blasted_case36,64,113573888.0,240.19365198612212,114163712,113213440,0.008323765786452353
blasted_case38,143,5929277849.6,442.8117714643478,5964300288,5901385728,0.010548523206751054
blasted_case39,245,194226474188.8,289.7197122812271,194817032192,193609072640,0.006200482259731312
blasted_case4,103,1631951257.6,329.71698389053347,1638400000,1624244224,0.00864
blasted_case43,116,2511758950.4,341.6122680664063,2523922432,2500853760,0.009140008309098464
blasted_case44,173,19756010700.8,418.73847501277925,19872612352,19646119936,0.011397214014352047
blasted_case46,176,21612409651.2,356.3207252979279,21701328896,21533556736,0.007730962504831852
blasted_case47,118,3101582950.4,280.9553666830063,3114270720,3078619136,0.011447811447811448
blasted_case51,132,4242119065.6,312.5766112804413,4254072832,4232052736,0.0051762385999507025
blasted_case54,203,50163875840.0,371.1050703287125,50381979648,49962549248,0.008325008325008326
blasted_case55,149,9727010406.4,339.93928842544557,9818865664,9634316288,0.018795386586928663
blasted_case56,202,49373668966.4,361.8728368282318,49509564416,49056579584,0.009149440867502542
blasted_case57,288,198407356416.0,436.6615718364716,200118632448,197165842432,0.014755197853789403
