Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
baital_4step,165,0.9902649618418067,153.36692507266997,0.9990232639949969,911.758633852005,0.008766865065951097
baital_5step,177,0.9836346457581228,176.49044666290283,0.999998825128619,655.5637745857239,0.016364198596324882
baital_90-10-5-q,460,1.0009168195613851,151.41652617454528,-1,-1,-1
baital_XSEngine,1260,0.9373595644240711,238.15391664505006,-1,-1,-1
baital_aaed2000,1284,0.945653950560006,261.9661938667297,-1,-1,-1
baital_adder,1272,0.9325722584726511,336.95712382793425,-1,-1,-1
baital_adderII,1276,0.9260999908480322,269.29960014820097,-1,-1,-1
baital_aeb,1213,0.9409813970565305,271.3456725358963,-1,-1,-1
baital_aim711,1264,0.9427418997081684,264.8163067817688,-1,-1,-1
baital_aki3068net,1207,0.9354027396288382,281.6711842060089,-1,-1,-1
baital_am31_sim,1165,0.9443723602781857,268.9307757616043,-1,-1,-1
baital_asb,1231,0.9548573006243282,274.82504787445066,-1,-1,-1
baital_asb2305,1242,0.9516765572330781,287.9824464797974,-1,-1,-1
baital_assabet,1266,0.9353861771609355,282.3263870239258,-1,-1,-1
baital_at91sam7sek,1296,0.9471213822714911,279.22642781734464,-1,-1,-1
baital_at91sam7xek,1319,0.9527602921693753,286.4683514595032,-1,-1,-1
baital_atlas_mips32_4kc,1216,0.9344326169715009,274.4741597175598,-1,-1,-1
baital_atlas_mips64_5kc,1209,0.9236153557560037,272.18038260936737,-1,-1,-1
baital_blasted_case1,187,0.9868986511230469,132.62820835113524,0.9911824566607897,4305.393199682236,0.00432191420354095
baital_blasted_case10,328,0.9645819354815873,148.48431339263917,0.9711459646927953,32545.92086482048,0.006759055229441679
baital_blasted_case100,72,0.9925496857655893,75.6272964477539,0.9997541411844248,57.34147572517395,0.00720622713330328
baital_blasted_case102,34,0.9921307506053268,33.92946135997772,1.0,3.1419475078582764,0.00786924939467315
baital_blasted_case103,32,1.0053184281842817,30.22650909423828,1.0,2.626742124557495,0.005318428184281743
baital_blasted_case105,170,0.986195488432442,122.14098823070526,0.9819505519044838,1942.390019416809,0.004322963635719941
baital_blasted_case106,204,0.9761120447448928,121.66393065452576,0.9807331685320424,4190.782497644424,0.0047119073112072965
baital_blasted_case108,205,1.0019598932549505,137.12848222255707,0.9943549304958906,5321.505197286606,0.007648137024138075
baital_blasted_case109,241,0.991359460166844,125.29347867965699,0.9883251935852692,9972.067821025848,0.0030701095158443014
baital_blasted_case11,105,0.9975063166370502,90.10290484428405,0.9905650642912699,368.5589003562927,0.007007366397225698
baital_blasted_case110,287,0.9889181540090546,164.72856442928315,0.9967607269009428,18213.444664239883,0.007868059685970707
baital_blasted_case111,306,1.0065948486328125,187.36281037330627,0.9940819561964536,23928.494807958603,0.012587385132947786
baital_blasted_case112,137,0.9098123953820402,120.99812874794006,0.9179406592526663,1020.0583145618439,0.008854890333808407
baital_blasted_case114,428,0.9640261385220106,181.30801119804383,-1,-1,-1
baital_blasted_case116,438,0.9108074720584161,184.49530448913575,-1,-1,-1
baital_blasted_case118,309,1.0069208346419598,186.19040129184722,0.9947810974343967,25093.4645717144,0.01220342569724361
baital_blasted_case120,284,0.961942556970705,145.72171216011049,0.95516129279448,18727.103944778442,0.007099601111750706
baital_blasted_case121,291,0.9681799212072649,158.17200288772582,0.977440667582932,19182.09952402115,0.009474484419159239
baital_blasted_case122,314,0.9541025847217376,181.46342170238495,0.9464382974817173,25381.693511247635,0.008098031599538461
baital_blasted_case123,267,0.9588820770640432,146.38380854129792,0.9512756131826557,13376.569393157959,0.00799606736047683
baital_blasted_case124,133,0.985726377928931,105.774707198143,0.9917161184357559,850.2212274074554,0.00603977327329575
baital_blasted_case125,393,0.9695253725405093,190.0390788793564,-1,-1,-1
baital_blasted_case126,302,0.9335597187820294,164.5128722190857,0.9438522344648869,21223.734884500504,0.010904795588784927
baital_blasted_case127,36,0.9916719880800341,50.97705311775208,1.0,4.43225622177124,0.008328011919965905
baital_blasted_case131,432,0.9391802042422601,185.01186213493347,-1,-1,-1
baital_blasted_case134,60,0.9952260879419764,60.653019762039186,0.9998630518655641,27.611641883850098,0.004637599034123685
baital_blasted_case135,236,0.9737592803765528,139.5657986879349,0.9631717858073822,8843.74351143837,0.010992322164312179
baital_blasted_case136,211,1.0017505023392514,133.45309433937072,0.997478753071203,5325.875506401062,0.0042825466255755704
baital_blasted_case14,247,0.9873097207693693,103.14170260429383,0.9844069895086325,10053.702534675598,0.002948710535045788
baital_blasted_case140,488,0.9789464597478612,155.77737646102906,-1,-1,-1
