Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
4step,165,29736,30.89057457447052,29678,12.173716068267822,0.001954309589594986
5step,177,23872,34.32134280204773,23958,8.919958353042603,0.0035896151598630937
90-10-5-q,460,387968,68.88568625450134,387429,212.68300437927246,0.0013912226498274522
XSEngine,1260,2968576,158.4664362668991,2974825,16519.803374528885,0.0021006277680199674
aaed2000,1284,3084288,153.37286083698274,-1,-1,-1
adder,1272,3046400,137.86409559249878,3040048,15911.589385271072,0.002089440693041689
adderII,1276,3052544,147.83278529644014,3059606,16328.87596321106,0.0023081403291796395
aeb,1213,2731008,150.613813996315,2722566,14920.715121269226,0.0031007512765530753
aim711,1264,2992128,145.78805420398712,2987322,16756.268654584885,0.001608798783659746
aki3068net,1207,2729984,149.88296444416045,2725375,13823.065669298172,0.0016911434206301884
am31_sim,1165,2524160,144.11580042839051,2518806,12703.07752776146,0.0021256103090114917
asb,1231,2805760,156.44863178730012,2812382,15267.106147527695,0.0023545876769229786
asb2305,1242,2850816,149.566677069664,2843643,16965.113968133926,0.0025224685377172873
assabet,1266,2947072,150.41077735424042,2939079,16319.675208806992,0.0027195594266094924
at91sam7sek,1296,3076096,148.43948783874512,3071870,17429.84904026985,0.0013757092585298205
at91sam7xek,1319,3224576,151.81797471046448,3217676,18249.4345099926,0.002144404843744367
atlas_mips32_4kc,1216,2770944,140.82354798316956,2764804,14335.297094106674,0.0022207722500401476
atlas_mips64_5kc,1209,2738176,141.51323282718658,2732018,14212.965324401855,0.0022540115035845298
blasted_case1,187,60640,36.77811253070831,60515,38.02863550186157,0.002065603569362968
blasted_case10,328,198528,64.98762505054474,198851,138.1647710800171,0.0016243317861112088
blasted_case100,72,9356,20.70629804134369,9342,1.4068529605865479,0.00149860843502462
blasted_case102,34,1811,0.08158812522888184,1811,0.13498711585998535,0.0
blasted_case103,32,1690,0.07510027885437012,1690,0.12467718124389648,0.0
blasted_case105,170,55440,36.503944516181946,55393,17.771899700164795,0.0008484826602639323
blasted_case106,204,79456,44.99002408981323,79578,31.93327760696411,0.0015330870341049034
blasted_case108,205,75488,52.9509495973587,75712,41.60993432998657,0.0029585798816568047
blasted_case109,241,105376,50.777186560630795,105189,65.85858392715454,0.0017777524265845288
blasted_case11,105,19352,27.879755043983458,19381,6.895095586776733,0.0014963108198751355
blasted_case110,287,134688,57.748307299613955,134902,110.07902669906616,0.001586336748157922
blasted_case111,306,152576,69.96967349052429,153066,135.1095883846283,0.003201233454849542
blasted_case112,137,33600,27.581672310829163,33644,11.746053457260132,0.0013078111996195458
blasted_case114,428,327424,80.07474989891053,326917,435.09775972366333,0.0015508523570202835
blasted_case116,438,343808,79.39630625247955,343036,429.43207025527954,0.0022504926596625427
blasted_case118,309,156416,70.34762964248657,156687,139.78770899772644,0.0017295627588759758
blasted_case120,284,149824,59.531307101249695,149961,102.27580308914185,0.0009135708617573902
blasted_case121,291,141888,54.80705025196075,141554,111.17365670204163,0.002359523574042415
blasted_case122,314,144352,60.16226944923401,144538,143.27819895744324,0.0012868588191340686
blasted_case123,267,112576,51.30709002017975,112343,86.3071506023407,0.0020740055010102986
blasted_case124,133,32840,25.039787673950194,32866,9.71190857887268,0.0007910910971824987
blasted_case125,393,238912,66.06720860004425,238278,291.77921056747437,0.0026607576024643485
blasted_case126,302,143360,57.23758749961853,143616,126.07309317588806,0.0017825311942959
blasted_case127,36,2094,0.1071969747543335,2094,0.19604015350341797,0.0
blasted_case131,432,338048,80.54143087863922,338499,389.4883785247803,0.0013323525327992105
blasted_case134,60,6306,14.122662901878357,6302,0.7209241390228271,0.0006347191367819739
blasted_case135,236,99456,46.65501379966736,99690,64.60728669166565,0.002347276557327716
blasted_case136,211,83744,46.73168232440948,83601,40.725128173828125,0.0017105058551931196
blasted_case14,247,118176,43.066219854354856,118066,59.48122000694275,0.0009316822794030457
blasted_case140,488,461696,72.61848366260529,461292,503.39901638031006,0.0008758010110732464
blasted_case145,219,91808,45.281639671325685,92044,39.20823955535889,0.002563991134674721
blasted_case17,77,10148,22.198574256896972,10166,1.7854440212249756,0.0017706079087153256
blasted_case19,397,301440,72.07685778141021,301940,266.49598836898804,0.001655958137378287
blasted_case2,296,151488,67.39824211597443,151309,152.47987365722656,0.001183009602865659
blasted_case200,14,229,0.021704459190368654,229,0.010253667831420898,0.0
blasted_case203,214,84864,49.20322775840759,84658,46.706506967544556,0.0024333199461362186
blasted_case22,126,22696,26.59131987094879,22725,7.468606233596802,0.0012761276127612761
blasted_case24,65,7658,13.728003907203675,7664,1.2070305347442627,0.0007828810020876827
blasted_case25,68,8196,14.93979732990265,8187,1.4072577953338623,0.0010993037742762918
blasted_case31,53,4708,15.650650095939636,4700,0.5497579574584961,0.001702127659574468
blasted_case32,52,4606,15.65940523147583,4601,0.5407187938690186,0.0010867202782003911
blasted_case33,51,4503,0.3247995853424072,4503,0.5106954574584961,0.0
blasted_case34,409,287296,66.07497112751007,287600,351.7224600315094,0.0010570236439499305
blasted_case35,400,285760,63.25911486148834,285219,326.0622937679291,0.0018967880821403904
blasted_case36,64,7012,13.333718705177308,7007,1.0341763496398926,0.0007135721421435707
blasted_case38,143,34232,29.484892582893373,34184,14.147679328918457,0.001404165691551603
blasted_case39,245,116672,43.30884687900543,116833,57.34388971328735,0.0013780353153646657
blasted_case4,103,18696,26.663711857795715,18635,4.412447452545166,0.0032734102495304536
blasted_case43,116,23528,27.537764191627502,23556,7.418002605438232,0.0011886568177958906
blasted_case44,173,53520,39.35977573394776,53446,24.858014822006226,0.0013845750851326573
blasted_case46,176,55520,37.96701357364655,55429,27.965925931930542,0.0016417398834545093
blasted_case47,118,25008,27.44645857810974,25040,7.136111497879028,0.0012779552715654952
blasted_case51,132,30368,27.180905556678773,30413,11.503456592559814,0.00147963042120146
blasted_case54,203,71392,37.13924345970154,71463,45.66533637046814,0.0009935211228188014
blasted_case55,149,40240,40.58575224876404,40164,18.86627745628357,0.0018922418085848022
blasted_case56,202,71152,36.933762717247006,71081,44.284247159957886,0.000998860454973903
blasted_case57,288,129088,58.50246217250824,129284,109.31812453269958,0.0015160422016645525
blasted_case59,93,15296,18.7159893989563,15301,3.1425788402557373,0.00032677602771060717
blasted_case6,329,201280,64.57266011238099,201587,173.14476656913757,0.001522915664204537
blasted_case60,15,324,0.021064090728759765,324,0.02632927894592285,0.0
blasted_case61,282,137280,51.648413228988645,137514,94.63926243782043,0.0017016449234259785
blasted_case63,96,16396,17.52960162162781,16376,3.560957193374634,0.0012212994626282364
blasted_case68,178,58432,37.124372482299805,58519,27.180956602096558,0.0014866966284454621
blasted_case8,160,47824,36.416843509674074,47969,19.95293617248535,0.003022785549000396
blasted_case9,279,141760,50.24211049079895,141658,88.29498720169067,0.000720044049753632
blasted_case_1_b12_1,427,294656,76.7766387462616,295437,425.287184715271,0.002643541601085849
blasted_case_1_b14_1,238,101280,46.84929814338684,101414,64.31821703910828,0.00132131658350918
blasted_case_1_b14_2,270,123328,52.514251470565796,122999,88.87470293045044,0.0026748184944593045
blasted_case_1_b14_3,304,153152,65.85249886512756,152863,127.2779176235199,0.0018905817627548852
blasted_squaring51,496,478336,82.62679336071014,477858,714.9680280685425,0.001000297159407188
brutus,1221,2761728,145.81296768188477,2753311,15394.305127620697,0.003057046588634557
buildroot,565,622336,91.99994885921478,621270,638.6173214912415,0.00171584013391923
busybox_1_28_0,998,1963520,104.43063805103301,1965023,2804.319738149643,0.0007648765434297716
