Benchmark, NVars, Approx count, Approx time, Approx max, Approx min,  (max-min)/max
baital_4step,165,122947937.0,43.791142153739926,123511554,122240389,0.010291871155632938
baital_5step,177,89487735.9,52.94012224674225,90768097,87928803,0.03128074834487276
baital_90-10-5-q,460,24630336934.8,12.736033368110657,24677424747,24580503720,0.00392751788299071
baital_XSEngine,1260,1178547451283.4,29.210348176956177,1185033508082,1174762540818,0.008667237840914525
baital_aaed2000,1284,1266288710855.2,29.485247898101807,1271452953977,1261598111333,0.007750851192075071
baital_adder,1272,1204716403743.8,29.321863651275635,1211777133082,1197650769418,0.01165755919825901
baital_adderII,1276,1212444623472.3,29.762005472183226,1215834635478,1206446909924,0.007721219054028065
baital_aeb,1213,983789397723.9,30.87608230113983,990671397691,979194638760,0.011584829195381405
baital_aim711,1264,1184924527656.6,30.083564400672913,1194982351579,1177836703095,0.01434803489887901
baital_aki3068net,1207,972696124734.6,30.765635800361633,976280172034,968766195999,0.007696536558091971
baital_am31_sim,1165,844402515854.3,30.588815784454347,848361259073,842289461195,0.007157089993282605
baital_asb,1231,1079830459038.8,30.85823335647583,1084168855192,1076253486901,0.007300863009570805
baital_asb2305,1242,1099880688930.2,31.426319122314453,1102160883445,1096321089086,0.0052984953891184045
baital_assabet,1266,1134743131791.1,32.04199826717377,1140051854701,1130425883876,0.008443449993355426
baital_at91sam7sek,1296,1275272755130.4,31.633071184158325,1278082395470,1272584698474,0.004301520008010349
baital_at91sam7xek,1319,1417535954538.8,30.837689328193665,1422470657460,1413338621020,0.006419841697336941
baital_atlas_mips32_4kc,1216,998802439909.0,30.562115812301634,1001954088984,995708130778,0.006233776851326109
baital_atlas_mips64_5kc,1209,962678624117.1,30.570957565307616,966486620221,960223337086,0.00648046543424245
baital_blasted_case1,187,490386218.0,26.60281846523285,492445690,488177412,0.008667510116699367
baital_blasted_case10,328,5616494938.5,21.887520575523375,5629662050,5603456183,0.004654962725515646
baital_blasted_case100,72,11652990.3,22.527197813987733,11679113,11621011,0.004974864101409071
baital_blasted_case102,34,420629.1,27.639102697372437,422672,418712,0.009368966953098384
baital_blasted_case103,32,359335.6,23.79729745388031,360583,357927,0.00736584919422158
baital_blasted_case105,170,423397487.0,16.96151468753815,424364832,422073552,0.005399316407067398
baital_blasted_case106,204,885959955.7,17.455803513526917,888401977,883400819,0.005629386392056622
baital_blasted_case108,205,808582690.8,19.851734399795532,810346946,807102524,0.004003744341871068
baital_blasted_case109,241,1573062472.7,20.78421244621277,1578593356,1564998408,0.008612064625970717
baital_blasted_case11,105,47359905.3,27.16812138557434,47502232,47267901,0.004933052408989961
baital_blasted_case110,287,1992611719.1,38.70873680114746,1999484282,1986414531,0.006536561011085758
baital_blasted_case111,306,2541234757.6,39.56526615619659,2559125819,2522631614,0.01426041843236157
baital_blasted_case112,137,121807367.4,37.642862868309024,122726771,121016769,0.013933406591459984
baital_blasted_case114,428,12401578319.7,33.67524001598358,12477383807,12310449785,0.013378928193773081
baital_blasted_case116,438,12580190743.8,38.55578291416168,12641422849,12517045135,0.009838901481714055
baital_blasted_case118,309,2680465025.4,39.33825805187225,2691522966,2662826179,0.010661914225702356
baital_blasted_case120,284,3055217453.3,23.33485312461853,3074760294,3044307033,0.009904271581568693
baital_blasted_case121,291,2803946507.5,29.152362513542176,2820474923,2794029458,0.009376245391989255
baital_blasted_case122,314,2541746885.2,43.40004847049713,2557266962,2517501815,0.01554986146964503
baital_blasted_case123,267,1628424543.7,36.955178666114804,1642085596,1622255791,0.012075987420085744
baital_blasted_case124,133,149554487.7,21.003638172149657,150760640,148799165,0.013010524497640763
baital_blasted_case125,393,7182494662.1,40.85730128288269,7214070733,7143533152,0.009777777847025167
baital_blasted_case126,302,2599092438.6,39.58996489048004,2609023829,2587610707,0.008207330941935985
baital_blasted_case127,36,452134.9,35.248160338401796,456768,448758,0.017536254728877678
baital_blasted_case131,432,13175364449.8,32.61834163665772,13248558045,13083355186,0.012469497317283331
baital_blasted_case134,60,5053938.1,25.009954857826234,5078834,5022323,0.011126766497979654
baital_blasted_case135,236,1161239234.2,28.511435890197752,1167216201,1155689194,0.009875639997221046
baital_blasted_case136,211,976369559.6,23.813088846206664,979653080,971494139,0.008328398252981555
baital_blasted_case14,247,2013231393.1,15.198901581764222,2017819678,2004588186,0.006557321322743092
baital_blasted_case140,488,30402958195.8,18.402110743522645,30445351058,30365732623,0.0026151261927748076
baital_blasted_case145,219,1195841114.0,16.801102447509766,1198431885,1192302499,0.00511450511015067
baital_blasted_case17,77,13491914.5,26.364440751075744,13546239,13424261,0.009004565769140792
baital_blasted_case19,397,13551385828.5,17.825298285484315,13594451429,13527434906,0.004929696747971661
baital_blasted_case2,296,3403079040.5,22.25324430465698,3415787796,3391927904,0.0069851798252633605
baital_blasted_case200,14,3333.0,11.369517278671264,3333,3333,0.0
baital_blasted_case203,214,939835165.5,26.112961316108702,943807922,933885627,0.010513044835408788
baital_blasted_case22,126,70669817.5,36.39301028251648,71163187,70161525,0.014075564097487652
baital_blasted_case24,65,7176793.5,22.168524932861327,7199582,7153393,0.006415511344964194
baital_blasted_case25,68,7835554.4,26.927439904212953,7883553,7763051,0.015285240043416972
baital_blasted_case31,53,2813401.7,26.373952198028565,2830554,2804690,0.009137433873368959
baital_blasted_case32,52,2668373.1,25.153683471679688,2683956,2641146,0.015950335996566263
baital_blasted_case33,51,2546348.2,24.73382422924042,2557887,2539201,0.007305248433570365
baital_blasted_case34,409,9592081676.7,39.771263885498044,9632518894,9556212463,0.007921752538427982
baital_blasted_case35,400,11835437388.3,23.74969313144684,11873700598,11794183382,0.006696919409724196
baital_blasted_case36,64,6276628.3,32.49290189743042,6300957,6250290,0.008041159461967444
baital_blasted_case38,143,140981680.0,34.27887008190155,141614027,140550054,0.007513189353763663
baital_blasted_case39,245,1879359149.7,21.74850552082062,1886023333,1875534028,0.005561598744017235
baital_blasted_case4,103,48784377.8,22.202266764640807,48931098,48558554,0.007613644803147479
baital_blasted_case43,116,69960224.3,28.34298825263977,70290845,69626045,0.009457846181817846
baital_blasted_case44,173,358976996.0,27.406558537483214,360778814,357863989,0.008079257669492754
baital_blasted_case46,176,380828775.5,28.428830885887145,383377879,378621763,0.012405817498927735
baital_blasted_case47,118,82257633.9,23.601652026176453,82502583,82062264,0.005337032902351675
baital_blasted_case51,132,106792664.5,33.2329442024231,107450755,106031398,0.0132093720514109
baital_blasted_case54,203,729233191.1,24.522257828712462,732144017,726511662,0.007692960495776339
baital_blasted_case55,149,205920834.5,25.710445213317872,206542279,205384031,0.005607801006204643
baital_blasted_case56,202,725564574.7,24.10597710609436,728942803,722782594,0.008450881159190208
baital_blasted_case57,288,1733848531.2,48.79886186122894,1750900949,1719700541,0.01781963052668378
baital_blasted_case59,93,33409943.4,27.094464826583863,33497865,33292077,0.0061433168949722615
baital_blasted_case6,329,5316453968.2,24.119381046295167,5345202092,5299508275,0.008548566773254192
baital_blasted_case60,15,9099.0,11.20111243724823,9099,9099,0.0
baital_blasted_case61,282,2791842355.8,24.576745676994324,2800052269,2781581421,0.006596608286386242
baital_blasted_case63,96,39021113.8,24.283227801322937,39157919,38929785,0.005825999078245195
baital_blasted_case68,178,427304341.2,30.714447236061098,429811583,426368121,0.008011561661426886
baital_blasted_case8,160,317603881.5,19.930444097518922,318340437,316831686,0.004739426176009176
baital_blasted_case9,279,2900723348.7,20.234454011917116,2913465820,2888460883,0.008582540021011813
baital_blasted_case_1_b12_1,427,10961049364.6,43.42154746055603,11022046414,10900484262,0.011029000190526689
baital_blasted_case_1_b14_1,238,1382854357.6,29.192016935348512,1389137971,1378213788,0.007864001436902628
baital_blasted_case_1_b14_2,270,2095824478.3,31.18295512199402,2105838069,2085683700,0.00957071167849611
baital_blasted_case_1_b14_3,304,3327174639.4,31.987039518356323,3345624834,3309607154,0.01076560636266487
baital_blasted_squaring51,496,19969298880.7,42.7523010969162,20049388372,19878290653,0.008533812394943018
baital_brutus,1221,1002776188730.0,30.623564028739928,1006044595000,999778414826,0.006228531225298218
baital_buildroot,565,62333272640.5,6.572023892402649,62415174347,62273768156,0.0022655739165903127
baital_busybox_1_28_0,998,631465697249.4,5.155091667175293,632125611662,630751950156,0.0021730831351514704
baital_calm16_ceb,1173,866344051454.0,30.76351511478424,870960619642,862397630261,0.009831660798303067
baital_calm32_ceb,1173,868643471169.6,30.451808881759643,869843707983,865216502542,0.005319582585392953
baital_ceb_v850,1189,906810962142.6,30.730572175979614,910578758069,904495630021,0.006680507308231151
baital_cerf,1276,1192380222745.0,31.035790467262267,1197059184370,1189608608534,0.006224066389767655
baital_cerfpda,1291,1257273802976.2,30.879455852508546,1261026641580,1254546358554,0.005138894621512949
baital_cma230,1212,985064221685.6,30.60579116344452,989647870949,982291396823,0.0074334259103146245
baital_cma28x,1204,946387594125.7,30.010713934898376,948452142064,942744621548,0.006017721150989678
baital_cme555,1266,1162610317330.7,28.913857650756835,1165031248993,1157811770874,0.006196810708073443
baital_cq7708,1238,1054571133750.7,30.84710443019867,1059101590757,1050520346306,0.008102380853631328
baital_cq7750,1267,1180646700074.2,31.17726492881775,1185909469072,1175746048209,0.008570149010575907
baital_csb281,1233,1066861020634.6,30.445293617248534,1070781735806,1063139480392,0.007137080469763068
baital_dreamcast,1252,1144206330632.6,30.77722406387329,1149709635347,1139098914003,0.009229044462863462
baital_e7t,1266,1178627932784.1,30.133711767196655,1183416853270,1172322921893,0.009374491622580338
baital_ea2468,1395,1577320953559.0,32.56177170276642,1585984685499,1567741513778,0.011502741412197263
