Benchmark, NVars, Approx (worst), Approx Time, Exact Count, Exact Time, Mar Error
baital_4step,165,1.0016671534773203,447.9851455926895,-1,-1,-1
baital_5step,177,1.0146602532802484,532.9778370380402,-1,-1,-1
baital_90-10-5-q,460,1.0029291173933637,275.62671849727633,-1,-1,-1
baital_XSEngine,1260,0.8810733944009043,422.9517614841461,-1,-1,-1
baital_aaed2000,1284,0.8878596831447941,440.042288517952,-1,-1,-1
baital_adder,1272,0.8643517207488629,430.4454986095428,-1,-1,-1
baital_adderII,1276,0.857505454075166,463.08471550941465,-1,-1,-1
baital_aeb,1213,0.8835380767972197,437.57390599250795,-1,-1,-1
baital_aim711,1264,0.882053009149838,460.2577237129211,-1,-1,-1
baital_aki3068net,1207,0.8724812093029658,434.5840293645859,-1,-1,-1
baital_am31_sim,1165,0.8889991471211199,466.03367602825165,-1,-1,-1
baital_asb,1231,0.9055906596702349,428.3962688684463,-1,-1,-1
baital_asb2305,1242,0.9051190794090784,448.002449798584,-1,-1,-1
baital_assabet,1266,0.869487278842284,468.35029299259185,-1,-1,-1
baital_at91sam7sek,1296,0.892563985092562,484.4589026212692,-1,-1,-1
baital_at91sam7xek,1319,0.9023779130609493,487.29567432403564,-1,-1,-1
baital_atlas_mips32_4kc,1216,0.8675072536556874,420.2160801410675,-1,-1,-1
baital_atlas_mips64_5kc,1209,0.8590892937013924,428.4426115274429,-1,-1,-1
baital_blasted_case1,187,0.979760576990359,251.43012268543242,-1,-1,-1
baital_blasted_case10,328,0.9304613690235792,265.3107132434845,-1,-1,-1
baital_blasted_case100,72,1.0057492875783456,158.84265120029448,0.9980496774608345,1713.0479562282562,0.007714656185351283
baital_blasted_case102,34,1.0076670735428745,100.12918605804444,1.0,38.839173555374146,0.007667073542874547
baital_blasted_case103,32,0.9926534211927582,89.07695498466492,1.0,31.38054370880127,0.007346578807241766
baital_blasted_case105,170,0.9583327465147768,215.5402618408203,-1,-1,-1
baital_blasted_case106,204,0.9571423042796765,224.44852156639098,-1,-1,-1
baital_blasted_case108,205,0.9825900442192529,255.37830877304077,-1,-1,-1
baital_blasted_case109,241,0.9628506147085607,243.64743645191191,-1,-1,-1
baital_blasted_case11,105,0.9814848179904367,216.29483246803284,0.9739090983686486,15183.694662332535,0.007778672192792844
baital_blasted_case110,287,0.9939310950228781,375.5406417131424,-1,-1,-1
baital_blasted_case111,306,0.9925515584693179,379.745205283165,-1,-1,-1
baital_blasted_case112,137,0.8635747802678082,240.17160217761995,-1,-1,-1
baital_blasted_case114,428,0.9198639821180533,353.86668899059293,-1,-1,-1
baital_blasted_case116,438,0.8393066202953512,351.9457584619522,-1,-1,-1
baital_blasted_case118,309,0.9910824847064216,384.0752056837082,-1,-1,-1
baital_blasted_case120,284,0.9115075913874822,267.39526031017306,-1,-1,-1
baital_blasted_case121,291,0.9560286620778463,297.289209985733,-1,-1,-1
baital_blasted_case122,314,0.9269478608337658,360.0107612133026,-1,-1,-1
baital_blasted_case123,267,0.9214562272702852,303.1460022211075,-1,-1,-1
baital_blasted_case124,133,0.9822479951697267,194.3338817358017,-1,-1,-1
