Benchmark, twise, seed, approx combinations, approx coverage
XSEngine.cnf,6,1,214834541810424672,0.9305036456796511619384305456
XSEngine.cnf,6,2,214685767537397792,0.9298592660455930126162886810
XSEngine.cnf,6,3,215026953312163392,0.9313370293726541450681747895
XSEngine.cnf,6,4,214518094163733216,0.9291330295467344123959690060
XSEngine.cnf,6,5,215083996118658400,0.9315840964362469338276160950
XSEngine.cnf,6,6,214949525735328000,0.9310016706267358592283622189
XSEngine.cnf,6,7,214557447135627712,0.9293034773876987861877285155
XSEngine.cnf,6,8,214442325008891616,0.9288048538529375144718336926
XSEngine.cnf,6,9,214760361976660480,0.9301823537441373647169909147
XSEngine.cnf,6,10,215049203807246848,0.9314334019886164461040834725
aaed2000.cnf,6,1,232596862257366496,0.9235541259433606158148707600
aaed2000.cnf,6,2,233012932315055264,0.9252061827025561448547429139
aaed2000.cnf,6,3,232671089991590944,0.9238488561883738200639128127
aaed2000.cnf,6,4,232933867006911072,0.9248922442820337111388363587
aaed2000.cnf,6,5,232389233584731328,0.9227297110505054578346156831
aaed2000.cnf,6,6,232740557553078336,0.9241246855886858317213350000
aaed2000.cnf,6,7,232547673805750592,0.9233588172147829810069724564
aaed2000.cnf,6,8,233153105856953568,0.9257627587961107911317619399
aaed2000.cnf,6,9,232952094985440640,0.9249646206873523790067148695
aaed2000.cnf,6,10,232898030259313664,0.9247499501178615598242753842
adder.cnf,6,1,227701101377078400,0.9346699220569451307059561049
adder.cnf,6,2,227746565964470656,0.9348565455826868853991251850
adder.cnf,6,3,227657209579113280,0.9344897545341053504448659516
adder.cnf,6,4,227475534112035904,0.9337440111291506840326354674
adder.cnf,6,5,227564305273420384,0.9341083999440942414099961769
adder.cnf,6,6,227595322143982432,0.9342357183269011420581800780
adder.cnf,6,7,227382812688834560,0.9333634072371515332963823377
adder.cnf,6,8,227325936233971392,0.9331299401554715145476956560
adder.cnf,6,9,227199966773811456,0.9326128593649211744382409330
adder.cnf,6,10,227689323744624448,0.9346215771049832127610913406
adderII.cnf,6,1,232190304111301024,0.9299951178140556218361522973
adderII.cnf,6,2,231627810461561888,0.9277421540218722551073191274
adderII.cnf,6,3,232125821040990976,0.9297368428580899375203152722
adderII.cnf,6,4,232330005005822400,0.9305546637880204002741197168
adderII.cnf,6,5,231753086530528384,0.9282439240374794989320834870
adderII.cnf,6,6,232148893307188640,0.9298292545330858420467885104
adderII.cnf,6,7,231802548400066752,0.9284420343649744322037076517
adderII.cnf,6,8,232106997948212640,0.9296614504576492100879114243
adderII.cnf,6,9,231832739895414240,0.9285629607894439500172647701
adderII.cnf,6,10,232301155354712608,0.9304391118713052028776597958
aeb.cnf,6,1,163254948945283328,0.9320981763757099097204728029
aeb.cnf,6,2,163057231905266624,0.9309693181473462450783512663
aeb.cnf,6,3,163314027632574176,0.9324354839859369454744308229
aeb.cnf,6,4,162958455858995776,0.9304053599139605112107790177
aeb.cnf,6,5,163471689927415072,0.9333356511076923956415983042
aeb.cnf,6,6,163316749265911456,0.9324510230522061847083909641
aeb.cnf,6,7,163197629697725632,0.9317709142224647851173297116
aeb.cnf,6,8,163045273213330144,0.9309010404319211044641568592
aeb.cnf,6,9,163342041212076000,0.9325954264963239208817019514
aeb.cnf,6,10,163408707483216224,0.9329760551397863505687863952
aim711.cnf,6,1,216118893177601568,0.9303950900203445606880647211
aim711.cnf,6,2,215749768102234144,0.9288060010116246417710025476
aim711.cnf,6,3,216242322235907488,0.9309264539752732569234565880
aim711.cnf,6,4,216067866442798336,0.9301754191585209097778687005
aim711.cnf,6,5,216111744504609792,0.9303643148754513110108933135
aim711.cnf,6,6,215881895299598976,0.9293748105862015725760383521
aim711.cnf,6,7,216031700496184864,0.9300197242136672889025640945
aim711.cnf,6,8,215753853058229408,0.9288235868087063412888354197
aim711.cnf,6,9,215933450261470592,0.9295967554735100590202125662
aim711.cnf,6,10,215732301393840480,0.9287308065689299557756822160
aki3068net.cnf,6,1,162803544459311584,0.9261719445281053123822483459
aki3068net.cnf,6,2,162840581469833984,0.9263826441180249417925460802
aki3068net.cnf,6,3,162804238236165728,0.9261758913503947480408522525
aki3068net.cnf,6,4,162688964543473568,0.9255201116468986997246075633
aki3068net.cnf,6,5,162680105546720384,0.9254697137622782257102203188
aki3068net.cnf,6,6,162609020102893536,0.9250653162784555715595814194
aki3068net.cnf,6,7,162695181851435904,0.9255554812466474689429162072
aki3068net.cnf,6,8,162682026774931904,0.9254806434240030688265363892
aki3068net.cnf,6,9,162494066614903296,0.9244113581852469970960560754
aki3068net.cnf,6,10,163244786538561024,0.9286821235042652165557476308
am31_sim.cnf,6,1,129049950569855408,0.9397438373313939182133474221
am31_sim.cnf,6,2,129030131707525632,0.9395995160538181884473420216
am31_sim.cnf,6,3,129009407086525696,0.9394485990268862309937000030
am31_sim.cnf,6,4,129055816435528656,0.9397865526605568277274833263
am31_sim.cnf,6,5,129090450921819888,0.9400387615525990277917112162
am31_sim.cnf,6,6,129223424920868304,0.9410070803747237776092924378
am31_sim.cnf,6,7,129168410864499104,0.9406064671221710568075117212
am31_sim.cnf,6,8,129071947566130048,0.9399040198157545376107069947
am31_sim.cnf,6,9,128911412624690464,0.9387350017632250014441758356
am31_sim.cnf,6,10,129091938953920832,0.9400495974265411605031470320
asb.cnf,6,1,179265741638547776,0.9287347465688446352678998582
asb.cnf,6,2,179633334566851744,0.9306391613331404266437747174
asb.cnf,6,3,179820735472203008,0.9316100424995436838166289116
asb.cnf,6,4,179301125236320448,0.9289180608842834201777191589
asb.cnf,6,5,179795624531848192,0.9314799484692322025078950118
asb.cnf,6,6,179455305208618560,0.9297168320058008606546985225
asb.cnf,6,7,179731705774581408,0.9311488000284394464940898802
asb.cnf,6,8,179458158724567968,0.9297316154183362411866300664
asb.cnf,6,9,179582331723882272,0.9303749272859288230943254179
asb.cnf,6,10,179628078090102816,0.9306119287311014717885653305
asb2305.cnf,6,1,186105164160124640,0.9341976155522254292912556221
asb2305.cnf,6,2,186056904432260640,0.9339553647640691276581965174
asb2305.cnf,6,3,185986083360838368,0.9335998621301034434734873608
asb2305.cnf,6,4,186074459185534880,0.9340434848800498557816375032
asb2305.cnf,6,5,186498878617583936,0.9361739556985442690179212508
asb2305.cnf,6,6,186234796823743648,0.9348483364808846928307728027
asb2305.cnf,6,7,186343325758697216,0.9353931223964695615581418044
asb2305.cnf,6,8,186027181763359488,0.9338061650009104120602659521
asb2305.cnf,6,9,186077215978919104,0.9340573232376136273533534831
asb2305.cnf,6,10,186378657076207616,0.9355704760594992213811776698
assabet.cnf,6,1,206890646909716192,0.9342525977655332717415795303
assabet.cnf,6,2,207388296141999008,0.9364998239934020079862477905
assabet.cnf,6,3,207358823987865408,0.9363667370850649791382594093
assabet.cnf,6,4,207411795652110400,0.9366059403340665812836146124
assabet.cnf,6,5,207239228901610272,0.9358266835752385445114480841
assabet.cnf,6,6,206945005080609216,0.9344980620391732102301721066
assabet.cnf,6,7,207316446656469376,0.9361753744858635240197442129
assabet.cnf,6,8,207277375610157152,0.9359989420223382795681602232
assabet.cnf,6,9,207398392754512832,0.9365454170958963338033247930
assabet.cnf,6,10,207183519775521728,0.9355751188160535529447340060
at91sam7sek.cnf,6,1,236751848274225920,0.9304331082357778710357440982
at91sam7sek.cnf,6,2,237043736054367840,0.9315802251707169334300504214
at91sam7sek.cnf,6,3,236768669064696800,0.9304992138247094335303249340
at91sam7sek.cnf,6,4,237091742835930752,0.9317688914865728462101022128
at91sam7sek.cnf,6,5,236525115478097728,0.9295420499324180115514230890
at91sam7sek.cnf,6,6,236883754375655744,0.9309514982920466564768004289
at91sam7sek.cnf,6,7,236861899625992832,0.9308656092786902537122801507
at91sam7sek.cnf,6,8,237144824503183168,0.9319775020677024866146523819
at91sam7sek.cnf,6,9,237287862611931904,0.9325396408348942874900922509
at91sam7sek.cnf,6,10,236999412657579616,0.9314060345312695599848634267
at91sam7xek.cnf,6,1,271877016804806336,0.9276362031730219742338008740
at91sam7xek.cnf,6,2,271723619119591680,0.9271128148853307937038223855
at91sam7xek.cnf,6,3,271760831250821088,0.9272397815577303491449509026
at91sam7xek.cnf,6,4,271750140724123200,0.9272033058022123000233479980
